Year,Month,Day,Precip_mm,Cin_mgm,ET_mm,Q_mm,Cout_mgm
1954,11,4,18.78,0.88,0.05,0.30,23.42
1954,11,5,0.24,0.82,0.02,0.04,22.20
1954,11,6,0.00,1.41,0.10,0.00,22.18
1954,11,7,0.00,2.68,0.09,0.00,22.19
1954,11,8,0.00,1.66,0.09,0.00,22.20
1954,11,9,0.00,3.30,0.10,0.00,22.20
1954,11,10,0.00,5.93,0.06,0.00,22.21
1954,11,11,0.00,2.94,0.05,0.00,22.21
1954,11,12,0.00,1.70,0.07,0.00,22.22
1954,11,13,0.00,5.13,0.03,0.00,22.22
1954,11,14,0.00,4.32,0.04,0.00,22.22
1954,11,15,0.00,1.35,0.03,0.00,22.22
1954,11,16,0.00,4.64,0.02,0.00,22.23
1954,11,17,0.00,1.52,0.03,0.00,22.23
1954,11,18,0.00,5.72,0.04,0.00,22.23
1954,11,19,0.00,4.54,0.05,0.00,22.23
1954,11,20,0.73,1.78,0.04,0.00,22.24
1954,11,21,15.85,4.03,0.03,1.13,22.19
1954,11,22,11.70,6.48,0.00,1.91,21.30
1954,11,23,0.00,1.83,0.02,1.41,20.75
1954,11,24,0.00,1.97,0.02,1.23,20.83
1954,11,25,0.98,4.28,0.01,1.20,20.90
1954,11,26,0.49,5.37,0.01,1.13,20.91
1954,11,27,0.00,5.55,0.01,1.01,20.95
1954,11,28,0.00,6.23,0.01,0.91,21.00
1954,11,29,13.66,7.69,0.01,3.17,21.06
1954,11,30,1.71,6.30,0.01,2.23,20.48
1954,12,1,2.19,7.33,0.01,2.12,20.51
1954,12,2,0.00,4.07,0.01,1.89,20.50
1954,12,3,0.00,4.82,0.00,1.70,20.61
1954,12,4,0.00,4.19,0.00,1.53,20.70
1954,12,5,3.43,8.57,0.01,1.74,20.78
1954,12,6,0.00,7.41,0.00,1.56,20.69
1954,12,7,0.00,7.02,0.01,1.41,20.78
1954,12,8,0.00,9.39,0.01,1.27,20.85
1954,12,9,0.00,10.55,0.00,1.14,20.93
1954,12,10,1.13,4.05,0.01,1.14,20.99
1954,12,11,0.00,10.40,0.01,1.03,20.99
1954,12,12,0.00,5.10,0.02,0.92,21.05
1954,12,13,0.00,8.07,0.00,0.83,21.10
1954,12,14,0.00,4.63,0.00,0.75,21.15
1954,12,15,40.62,9.40,0.00,14.63,21.19
1954,12,16,0.00,10.26,0.01,4.75,19.80
1954,12,17,0.00,5.75,0.00,3.12,20.04
1954,12,18,0.00,7.65,0.00,2.65,20.20
1954,12,19,2.19,7.04,0.01,2.61,20.34
1954,12,20,0.00,3.81,0.00,2.35,20.36
1954,12,21,0.00,6.56,0.00,2.12,20.49
1954,12,22,0.00,12.25,0.01,1.90,20.60
1954,12,23,0.00,8.93,0.00,1.71,20.71
1954,12,24,0.00,9.93,0.01,1.54,20.80
1954,12,25,0.00,7.11,0.00,1.39,20.89
1954,12,26,0.00,9.44,0.00,1.25,20.96
1954,12,27,8.13,5.95,0.02,2.16,21.04
1954,12,28,14.30,12.60,0.02,4.30,20.70
1954,12,29,2.19,12.11,0.01,3.18,20.17
1954,12,30,21.03,6.79,0.02,7.52,20.22
1954,12,31,1.91,7.95,0.01,4.70,19.54
1955,1,1,0.00,11.61,0.01,3.93,19.68
1955,1,2,9.90,11.71,0.01,4.89,19.87
1955,1,3,0.00,8.98,0.01,4.08,19.62
1955,1,4,0.49,13.77,0.01,3.68,19.83
1955,1,5,0.00,11.86,0.00,3.30,19.99
1955,1,6,0.00,11.10,0.00,2.97,20.16
1955,1,7,0.00,10.21,0.01,2.68,20.32
1955,1,8,0.00,11.93,0.01,2.41,20.46
1955,1,9,0.00,8.89,0.01,2.17,20.59
1955,1,10,0.00,9.62,0.01,1.95,20.71
1955,1,11,0.00,12.74,0.00,1.76,20.82
1955,1,12,0.00,9.80,0.01,1.58,20.91
1955,1,13,0.00,13.13,0.01,1.42,21.00
1955,1,14,0.00,12.90,0.01,1.28,21.08
1955,1,15,0.00,16.60,0.01,1.15,21.16
1955,1,16,0.00,12.86,0.02,1.04,21.22
1955,1,17,0.00,15.65,0.01,0.93,21.28
1955,1,18,0.00,13.66,0.01,0.84,21.34
1955,1,19,0.00,13.95,0.02,0.76,21.39
1955,1,20,0.00,13.62,0.01,0.68,21.44
1955,1,21,0.00,14.77,0.01,0.61,21.48
1955,1,22,0.00,13.49,0.01,0.55,21.51
1955,1,23,0.00,13.99,0.02,0.50,21.55
1955,1,24,0.00,16.63,0.02,0.45,21.58
1955,1,25,0.00,14.02,0.02,0.40,21.60
1955,1,26,0.00,13.51,0.02,0.36,21.63
1955,1,27,0.00,15.90,0.02,0.33,21.65
1955,1,28,0.00,14.66,0.01,0.29,21.67
1955,1,29,0.00,15.76,0.01,0.26,21.69
1955,1,30,0.00,13.41,0.02,0.24,21.71
1955,1,31,0.00,16.32,0.02,0.21,21.72
1955,2,1,0.00,15.08,0.02,0.19,21.74
1955,2,2,0.00,15.92,0.03,0.17,21.75
1955,2,3,0.00,16.37,0.02,0.16,21.76
1955,2,4,0.00,13.49,0.02,0.14,21.77
1955,2,5,0.00,17.02,0.02,0.13,21.78
1955,2,6,0.00,17.57,0.04,0.11,21.79
1955,2,7,24.24,16.00,0.02,6.03,21.80
1955,2,8,0.00,16.91,0.04,2.44,20.75
1955,2,9,0.00,17.74,0.04,1.79,20.89
1955,2,10,0.00,19.78,0.06,1.55,20.99
1955,2,11,13.68,14.52,0.08,3.71,21.08
1955,2,12,0.00,18.03,0.05,2.55,20.53
1955,2,13,0.00,13.60,0.02,2.19,20.67
1955,2,14,0.00,17.61,0.04,1.95,20.79
1955,2,15,0.00,16.45,0.05,1.76,20.90
1955,2,16,0.00,23.14,0.06,1.58,21.01
1955,2,17,0.00,16.41,0.05,1.42,21.10
1955,2,18,0.00,17.82,0.05,1.28,21.18
1955,2,19,0.00,17.70,0.04,1.15,21.26
1955,2,20,0.00,16.83,0.09,1.04,21.33
1955,2,21,21.93,16.94,0.07,5.95,21.40
1955,2,22,7.93,18.06,0.04,3.94,20.50
1955,2,23,7.56,16.54,0.09,3.99,20.29
1955,2,24,0.00,15.06,0.07,3.40,20.11
1955,2,25,0.00,19.73,0.08,3.04,20.29
1955,2,26,0.00,17.41,0.08,2.74,20.46
1955,2,27,2.44,20.61,0.07,2.69,20.61
1955,2,28,10.97,20.89,0.02,4.06,20.63
1955,3,1,10.00,22.13,0.12,4.62,20.26
1955,3,2,0.00,18.87,0.15,3.78,19.98
1955,3,3,0.00,19.77,0.12,3.35,20.19
1955,3,4,10.73,17.16,0.10,4.55,20.37
1955,3,5,7.32,18.95,0.10,4.57,20.05
1955,3,6,0.00,15.11,0.08,3.95,19.92
1955,3,7,0.00,17.77,0.10,3.54,20.12
1955,3,8,0.00,18.02,0.08,3.18,20.31
1955,3,9,0.00,19.79,0.12,2.86,20.49
1955,3,10,2.68,21.02,0.21,2.80,20.65
1955,3,11,0.00,20.76,0.24,2.52,20.67
1955,3,12,9.27,19.57,0.20,3.47,20.82
1955,3,13,2.44,20.83,0.22,3.11,20.51
1955,3,14,0.00,18.09,0.12,2.77,20.56
1955,3,15,0.00,19.13,0.19,2.48,20.72
1955,3,16,7.80,19.71,0.15,3.16,20.87
1955,3,17,0.24,22.31,0.15,2.72,20.62
1955,3,18,0.49,17.63,0.08,2.47,20.76
1955,3,19,0.73,17.56,0.14,2.28,20.88
1955,3,20,0.00,17.83,0.14,2.06,20.97
1955,3,21,7.80,14.49,0.23,2.78,21.10
1955,3,22,9.51,22.39,0.01,3.68,20.83
1955,3,23,9.27,19.14,0.18,4.25,20.51
1955,3,24,0.00,18.64,0.15,3.54,20.25
1955,3,25,0.00,17.04,0.23,3.14,20.45
1955,3,26,1.71,18.56,0.19,2.94,20.63
1955,3,27,0.24,19.16,0.20,2.66,20.71
1955,3,28,0.00,21.30,0.04,2.39,20.85
1955,3,29,0.49,20.01,0.07,2.19,20.99
1955,3,30,0.00,21.27,0.10,1.97,21.09
1955,3,31,0.00,16.94,0.24,1.78,21.21
1955,4,1,0.00,19.44,0.26,1.60,21.32
1955,4,2,0.00,17.26,0.34,1.44,21.43
1955,4,3,0.00,16.56,0.33,1.29,21.54
1955,4,4,8.29,22.12,0.10,2.07,21.63
1955,4,5,0.00,19.33,0.27,1.71,21.27
1955,4,6,0.49,19.89,0.34,1.52,21.39
1955,4,7,0.98,22.53,0.35,1.42,21.47
1955,4,8,0.24,19.04,0.09,1.29,21.51
1955,4,9,0.00,20.86,0.21,1.16,21.58
1955,4,10,0.00,18.67,0.40,1.05,21.66
1955,4,11,0.00,20.17,0.41,0.94,21.75
1955,4,12,0.00,18.67,0.45,0.85,21.83
1955,4,13,2.93,19.25,0.12,0.91,21.91
1955,4,14,0.24,20.02,0.20,0.82,21.80
1955,4,15,0.00,17.03,0.30,0.74,21.84
1955,4,16,6.34,18.01,0.37,1.31,21.91
1955,4,17,0.00,19.00,0.13,1.14,21.63
1955,4,18,0.73,19.43,0.33,1.05,21.70
1955,4,19,2.68,16.02,0.41,1.18,21.74
1955,4,20,0.00,20.12,0.42,1.06,21.68
1955,4,21,1.22,18.32,0.32,1.01,21.77
1955,4,22,0.00,20.43,0.47,0.91,21.77
1955,4,23,0.00,18.97,0.44,0.82,21.86
1955,4,24,0.00,20.58,0.39,0.74,21.93
1955,4,25,3.90,20.94,0.26,0.91,22.00
1955,4,26,13.17,17.15,0.07,2.95,21.83
1955,4,27,1.22,17.06,0.09,2.11,21.23
1955,4,28,0.00,17.14,0.38,1.81,21.29
1955,4,29,0.00,17.42,0.32,1.62,21.42
1955,4,30,0.00,17.46,0.45,1.46,21.53
1955,5,1,5.36,19.08,0.46,1.72,21.64
1955,5,2,0.00,20.48,0.54,1.54,21.45
1955,5,3,3.41,16.21,0.63,1.62,21.58
1955,5,4,0.00,18.60,0.48,1.46,21.51
1955,5,5,0.00,19.75,0.90,1.31,21.62
1955,5,6,0.00,20.42,0.99,1.18,21.76
1955,5,7,0.00,18.18,0.65,1.06,21.89
1955,5,8,12.44,20.85,1.20,2.29,22.00
1955,5,9,2.19,16.32,1.14,1.78,21.46
1955,5,10,0.00,19.78,0.78,1.54,21.50
1955,5,11,0.24,19.28,0.40,1.38,21.64
1955,5,12,0.00,17.96,1.33,1.24,21.73
1955,5,13,0.00,19.47,1.68,1.12,21.89
1955,5,14,0.00,16.50,1.76,1.01,22.06
1955,5,15,0.00,18.90,1.74,0.91,22.23
1955,5,16,0.00,12.88,1.93,0.82,22.40
1955,5,17,0.00,14.90,2.01,0.73,22.58
1955,5,18,0.00,16.29,1.76,0.66,22.76
1955,5,19,0.00,14.98,2.17,0.60,22.92
1955,5,20,0.00,15.66,2.24,0.54,23.11
1955,5,21,0.00,13.30,2.31,0.48,23.30
1955,5,22,0.00,19.72,2.38,0.43,23.50
1955,5,23,0.00,18.42,2.45,0.39,23.70
1955,5,24,6.34,14.70,2.58,0.35,23.91
1955,5,25,0.00,13.01,2.65,0.32,23.66
1955,5,26,3.66,17.29,3.00,0.28,23.87
1955,5,27,0.00,16.42,1.86,0.26,23.85
1955,5,28,0.00,14.62,2.87,0.23,24.00
1955,5,29,2.19,15.45,0.49,0.21,24.23
1955,5,30,2.93,14.14,0.31,0.19,24.12
1955,5,31,1.46,16.98,1.26,0.17,23.94
1955,6,1,0.98,14.14,0.88,0.15,23.94
1955,6,2,0.00,15.52,2.08,0.14,23.94
1955,6,3,0.00,13.79,3.29,0.12,24.11
1955,6,4,0.00,11.69,3.33,0.11,24.36
1955,6,5,0.00,12.88,3.36,0.10,24.63
1955,6,6,0.00,11.33,3.39,0.09,24.90
1955,6,7,0.00,12.11,3.42,0.08,25.18
1955,6,8,4.88,13.75,4.30,0.07,25.47
1955,6,9,0.73,11.80,2.01,0.07,25.43
1955,6,10,0.73,13.72,2.55,0.06,25.54
1955,6,11,0.00,13.25,3.32,0.05,25.70
1955,6,12,1.22,11.92,0.69,0.05,25.98
1955,6,13,1.22,12.34,2.72,0.04,25.94
1955,6,14,0.00,12.36,1.87,0.04,26.08
1955,6,15,0.00,7.40,3.23,0.03,26.24
1955,6,16,0.00,13.97,3.69,0.03,26.54
1955,6,17,0.00,10.56,3.62,0.03,26.88
1955,6,18,0.00,9.65,3.55,0.03,27.22
1955,6,19,0.00,12.91,3.48,0.02,27.56
1955,6,20,0.00,12.84,3.41,0.02,27.91
1955,6,21,0.00,7.40,3.35,0.02,28.25
1955,6,22,27.31,10.77,5.00,0.13,28.60
1955,6,23,0.00,12.79,3.73,0.03,26.45
1955,6,24,0.00,9.89,3.66,0.02,26.79
1955,6,25,0.00,11.65,3.59,0.01,27.14
1955,6,26,4.88,11.44,5.00,0.01,27.48
1955,6,27,0.00,11.18,3.52,0.01,27.49
1955,6,28,0.00,10.24,3.45,0.01,27.84
1955,6,29,0.00,9.05,3.39,0.01,28.19
1955,6,30,0.00,8.82,3.32,0.01,28.54
1955,7,1,0.00,11.92,3.26,0.01,28.89
1955,7,2,0.98,11.00,2.55,0.01,29.24
1955,7,3,0.00,10.25,3.14,0.01,29.42
1955,7,4,0.00,10.07,3.08,0.00,29.77
1955,7,5,0.00,9.23,3.02,0.00,30.13
1955,7,6,26.82,7.12,5.00,0.03,30.48
1955,7,7,1.22,8.17,2.28,0.01,28.09
1955,7,8,0.00,6.82,3.36,0.00,28.20
1955,7,9,0.00,5.88,2.78,0.00,28.55
1955,7,10,0.00,7.93,3.25,0.00,28.84
1955,7,11,0.00,10.14,3.18,0.00,29.19
1955,7,12,0.00,6.68,3.12,0.00,29.54
1955,7,13,0.00,8.46,3.06,0.00,29.90
1955,7,14,0.00,8.53,3.00,0.00,30.25
1955,7,15,0.00,11.78,2.94,0.00,30.61
1955,7,16,2.19,4.73,1.46,0.00,30.97
1955,7,17,8.29,6.88,5.00,0.00,30.88
1955,7,18,0.00,11.94,2.93,0.00,30.48
1955,7,19,0.00,4.07,2.87,0.00,30.83
1955,7,20,0.00,3.15,2.81,0.00,31.19
1955,7,21,0.00,5.70,2.76,0.00,31.54
1955,7,22,0.00,5.66,2.71,0.00,31.90
1955,7,23,0.00,7.80,2.65,0.00,32.25
1955,7,24,10.73,4.64,5.00,0.00,32.61
1955,7,25,0.00,3.48,2.72,0.00,31.85
1955,7,26,0.00,3.60,2.67,0.00,32.21
1955,7,27,0.00,10.63,2.62,0.00,32.57
1955,7,28,5.85,8.09,5.00,0.00,32.93
1955,7,29,0.00,5.19,2.28,0.00,32.81
1955,7,30,0.00,2.99,2.54,0.00,33.13
1955,7,31,0.00,4.79,2.49,0.00,33.49
1955,8,1,0.00,4.74,2.45,0.00,33.85
1955,8,2,1.22,1.40,1.79,0.00,34.21
1955,8,3,0.00,2.84,2.36,0.00,34.30
1955,8,4,0.00,5.45,2.32,0.00,34.66
1955,8,5,2.93,3.34,0.89,0.00,35.02
1955,8,6,1.95,5.43,1.34,0.00,34.70
1955,8,7,1.71,1.27,1.44,0.00,34.61
1955,8,8,1.95,2.13,1.31,0.00,34.57
1955,8,9,0.00,1.41,2.18,0.00,34.47
1955,8,10,0.00,5.86,2.13,0.00,34.81
1955,8,11,9.75,5.56,5.00,0.00,35.14
1955,8,12,9.02,3.17,3.20,0.00,34.40
1955,8,13,16.34,4.71,2.90,0.00,33.54
1955,8,14,28.53,4.23,2.50,0.01,31.71
1955,8,15,0.00,5.61,2.56,0.00,28.68
1955,8,16,9.02,2.93,3.40,0.00,28.95
1955,8,17,5.36,4.40,4.70,0.00,28.36
1955,8,18,1.95,4.62,1.33,0.00,28.29
1955,8,19,5.36,0.17,1.70,0.00,28.23
1955,8,20,0.00,1.51,3.25,0.00,27.86
1955,8,21,0.00,1.31,3.19,0.00,28.19
1955,8,22,14.39,1.66,5.00,0.00,28.52
1955,8,23,9.27,3.28,5.00,0.00,27.57
1955,8,24,0.00,0.00,2.53,0.00,27.16
1955,8,25,0.00,1.88,2.96,0.00,27.40
1955,8,26,0.00,2.84,2.91,0.00,27.69
1955,8,27,7.56,1.65,3.70,0.00,27.98
1955,8,28,0.98,4.00,2.19,0.00,27.60
1955,8,29,0.00,3.23,2.63,0.00,27.72
1955,8,30,0.24,5.94,2.56,0.00,27.98
1955,8,31,8.78,4.09,4.00,0.00,28.21
1955,9,1,0.00,2.10,2.57,0.00,27.73
1955,9,2,0.00,3.71,2.27,0.00,27.99
1955,9,3,0.00,0.00,2.43,0.00,28.22
1955,9,4,0.00,0.96,2.46,0.00,28.47
1955,9,5,0.00,0.11,2.36,0.00,28.72
1955,9,6,1.46,3.51,1.46,0.00,28.98
1955,9,7,0.00,3.82,2.30,0.00,28.98
1955,9,8,0.00,1.39,1.79,0.00,29.22
1955,9,9,0.00,0.00,1.71,0.00,29.42
1955,9,10,0.00,0.43,0.94,0.00,29.61
1955,9,11,0.00,0.00,1.45,0.00,29.72
1955,9,12,16.58,2.16,3.50,0.00,29.88
1955,9,13,0.00,1.85,1.70,0.00,28.46
1955,9,14,0.00,0.00,1.80,0.00,28.64
1955,9,15,3.17,1.98,2.00,0.00,28.83
1955,9,16,0.00,1.67,2.04,0.00,28.70
1955,9,17,0.00,2.22,1.77,0.00,28.92
1955,9,18,0.00,0.30,2.05,0.00,29.11
1955,9,19,0.00,0.00,2.03,0.00,29.34
1955,9,20,0.00,2.98,2.18,0.00,29.56
1955,9,21,0.00,2.12,1.68,0.00,29.81
1955,9,22,0.00,0.00,1.32,0.00,30.00
1955,9,23,0.00,0.00,1.25,0.00,30.15
1955,9,24,17.56,0.00,0.65,0.00,30.30
1955,9,25,1.22,0.00,0.40,0.00,28.43
1955,9,26,0.00,2.04,1.39,0.00,28.35
1955,9,27,0.00,0.00,1.32,0.00,28.49
1955,9,28,3.41,4.59,1.60,0.00,28.63
1955,9,29,0.00,5.09,1.45,0.00,28.44
1955,9,30,0.98,0.00,0.80,0.00,28.59
1955,10,1,0.98,0.39,0.43,0.00,28.57
1955,10,2,0.00,0.00,1.15,0.00,28.52
1955,10,3,0.00,1.18,1.18,0.00,28.64
1955,10,4,0.00,0.00,1.09,0.00,28.76
1955,10,5,0.00,0.09,1.34,0.00,28.88
1955,10,6,19.99,1.28,2.07,0.00,29.02
1955,10,7,0.98,0.18,0.79,0.00,27.21
1955,10,8,17.07,0.00,1.98,0.00,27.19
1955,10,9,0.00,0.48,1.05,0.00,25.83
1955,10,10,0.00,0.00,1.08,0.00,25.92
1955,10,11,0.00,0.78,1.17,0.00,26.02
1955,10,12,0.00,0.69,1.07,0.00,26.12
1955,10,13,0.00,2.79,0.98,0.00,26.21
1955,10,14,21.70,0.00,0.74,0.14,26.30
1955,10,15,9.02,5.50,0.72,0.02,24.57
1955,10,16,69.49,3.64,0.84,12.38,23.95
1955,10,17,8.05,0.00,0.41,3.83,20.42
1955,10,18,0.00,0.00,0.42,2.33,20.22
1955,10,19,1.71,0.00,0.56,2.02,20.37
1955,10,20,1.22,2.28,0.47,1.90,20.41
1955,10,21,0.00,0.00,0.66,1.71,20.47
1955,10,22,0.24,2.19,0.31,1.54,20.60
1955,10,23,0.00,2.18,0.42,1.39,20.69
1955,10,24,0.00,0.18,0.54,1.25,20.79
1955,10,25,6.58,0.97,0.57,1.60,20.89
1955,10,26,0.24,0.00,0.02,1.40,20.64
1955,10,27,0.00,3.90,0.40,1.26,20.71
1955,10,28,0.00,1.44,0.42,1.13,20.80
1955,10,29,0.00,0.00,0.43,1.02,20.89
1955,10,30,5.85,0.20,0.38,1.39,20.97
1955,10,31,35.60,3.17,0.35,12.04,20.74
1955,11,1,0.00,4.89,0.26,4.66,19.53
1955,11,2,0.00,2.18,0.25,3.34,19.78
1955,11,3,0.00,0.67,0.30,2.89,19.96
1955,11,4,2.19,1.28,0.20,2.73,20.12
1955,11,5,0.00,1.21,0.12,2.46,20.16
1955,11,6,0.00,0.89,0.10,2.21,20.30
1955,11,7,0.00,1.01,0.12,1.99,20.42
1955,11,8,0.49,4.18,0.10,1.80,20.53
1955,11,9,0.00,2.69,0.07,1.62,20.61
1955,11,10,0.00,1.00,0.07,1.46,20.70
1955,11,11,1.71,1.03,0.06,1.47,20.79
1955,11,12,0.24,3.23,0.06,1.34,20.78
1955,11,13,0.00,6.03,0.07,1.21,20.84
1955,11,14,11.70,2.77,0.06,2.90,20.91
1955,11,15,0.00,1.74,0.04,2.08,20.43
1955,11,16,26.33,0.45,0.03,8.72,20.55
1955,11,17,0.00,3.00,0.03,4.22,19.64
1955,11,18,0.00,3.57,0.02,3.30,19.85
1955,11,19,2.19,5.48,0.02,3.13,20.02
1955,11,20,0.00,6.29,0.02,2.81,20.07
1955,11,21,0.00,3.39,0.01,2.53,20.21
1955,11,22,0.00,4.41,0.02,2.28,20.35
1955,11,23,0.00,4.00,0.02,2.05,20.47
1955,11,24,8.85,6.23,0.02,3.02,20.58
1955,11,25,0.00,4.65,0.01,2.49,20.27
1955,11,26,2.12,2.53,0.02,2.43,20.40
1955,11,27,0.95,4.58,0.02,2.28,20.42
1955,11,28,0.03,7.25,0.02,2.05,20.49
1955,11,29,0.00,4.34,0.00,1.85,20.60
1955,11,30,0.00,7.63,0.00,1.66,20.70
1955,12,1,0.00,2.89,0.00,1.50,20.80
1955,12,2,0.00,2.80,0.01,1.35,20.88
1955,12,3,2.42,4.25,0.01,1.46,20.96
1955,12,4,6.36,4.29,0.02,2.05,20.90
1955,12,5,0.00,7.24,0.01,1.78,20.66
1955,12,6,0.00,4.58,0.00,1.60,20.76
1955,12,7,0.00,2.48,0.00,1.43,20.85
1955,12,8,0.00,5.92,0.01,1.29,20.93
1955,12,9,1.67,5.17,0.00,1.33,21.00
1955,12,10,0.00,7.43,0.01,1.20,20.99
1955,12,11,0.00,5.33,0.01,1.08,21.05
1955,12,12,0.00,11.77,0.01,0.97,21.12
1955,12,13,0.00,4.50,0.01,0.88,21.17
1955,12,14,0.00,2.41,0.00,0.79,21.22
1955,12,15,0.00,9.57,0.01,0.71,21.27
1955,12,16,0.00,6.16,0.00,0.64,21.31
1955,12,17,0.00,6.34,0.01,0.57,21.35
1955,12,18,0.00,7.62,0.01,0.52,21.38
1955,12,19,0.00,7.94,0.00,0.47,21.41
1955,12,20,0.00,7.56,0.00,0.42,21.44
1955,12,21,0.00,8.06,0.01,0.38,21.47
1955,12,22,0.00,10.87,0.00,0.34,21.49
1955,12,23,0.00,8.59,0.00,0.31,21.51
1955,12,24,0.00,9.19,0.00,0.27,21.53
1955,12,25,2.61,10.44,0.01,0.51,21.54
1955,12,26,0.00,8.46,0.00,0.46,21.42
1955,12,27,0.00,12.36,0.00,0.41,21.45
1955,12,28,0.00,9.54,0.00,0.37,21.47
1955,12,29,0.00,7.84,0.00,0.33,21.49
1955,12,30,0.00,16.09,0.00,0.30,21.51
1955,12,31,0.00,10.43,0.00,0.27,21.53
1956,1,1,0.00,10.55,0.01,0.24,21.55
1956,1,2,0.00,14.68,0.00,0.22,21.56
1956,1,3,0.00,9.94,0.00,0.20,21.57
1956,1,4,5.88,10.15,0.00,0.84,21.59
1956,1,5,0.00,11.07,0.02,0.71,21.29
1956,1,6,0.00,10.67,0.01,0.63,21.33
1956,1,7,0.00,13.17,0.01,0.57,21.37
1956,1,8,0.00,12.21,0.01,0.51,21.40
1956,1,9,0.00,12.15,0.01,0.46,21.43
1956,1,10,0.00,14.48,0.01,0.42,21.46
1956,1,11,11.74,13.14,0.00,2.20,21.49
1956,1,12,4.15,10.03,0.00,1.89,20.94
1956,1,13,0.00,8.65,0.02,1.62,20.81
1956,1,14,0.00,12.73,0.01,1.45,20.90
1956,1,15,0.00,13.11,0.01,1.31,20.98
1956,1,16,0.00,14.69,0.01,1.18,21.06
1956,1,17,0.00,9.90,0.01,1.06,21.13
1956,1,18,0.00,11.94,0.01,0.95,21.19
1956,1,19,0.00,12.86,0.01,0.86,21.24
1956,1,20,0.00,13.57,0.01,0.77,21.29
1956,1,21,0.00,16.08,0.02,0.69,21.34
1956,1,22,0.00,15.13,0.02,0.62,21.38
1956,1,23,0.00,17.36,0.02,0.56,21.42
1956,1,24,0.00,14.13,0.02,0.51,21.45
1956,1,25,0.00,16.97,0.02,0.46,21.48
1956,1,26,0.00,14.16,0.02,0.41,21.51
1956,1,27,0.00,15.30,0.02,0.37,21.54
1956,1,28,0.00,17.76,0.02,0.33,21.56
1956,1,29,0.00,16.76,0.03,0.30,21.58
1956,1,30,8.38,12.15,0.03,1.32,21.60
1956,1,31,0.00,11.93,0.04,1.01,21.19
1956,2,1,0.00,12.93,0.03,0.88,21.25
1956,2,2,0.00,15.19,0.03,0.79,21.30
1956,2,3,0.00,12.14,0.04,0.71,21.35
1956,2,4,0.00,15.67,0.03,0.64,21.39
1956,2,5,0.00,14.09,0.04,0.58,21.43
1956,2,6,0.00,14.64,0.04,0.52,21.47
1956,2,7,0.00,14.57,0.05,0.47,21.50
1956,2,8,3.38,18.94,0.03,0.74,21.53
1956,2,9,4.85,16.63,0.07,1.18,21.38
1956,2,10,8.28,17.43,0.03,2.11,21.17
1956,2,11,4.50,16.49,0.00,2.20,20.82
1956,2,12,19.40,19.90,0.04,6.12,20.70
1956,2,13,6.57,17.82,0.05,4.40,19.99
1956,2,14,0.00,14.62,0.06,3.63,19.89
1956,2,15,5.75,16.34,0.07,3.85,20.08
1956,2,16,0.00,18.98,0.06,3.43,19.98
1956,2,17,0.00,18.62,0.06,3.08,20.16
1956,2,18,0.00,19.10,0.06,2.77,20.33
1956,2,19,0.00,17.01,0.06,2.50,20.48
1956,2,20,0.00,17.06,0.08,2.25,20.62
1956,2,21,0.00,20.30,0.07,2.02,20.74
1956,2,22,0.00,16.97,0.06,1.82,20.86
1956,2,23,0.00,18.70,0.05,1.64,20.96
1956,2,24,0.00,15.68,0.06,1.47,21.06
1956,2,25,0.00,15.76,0.09,1.33,21.15
1956,2,26,0.00,21.79,0.12,1.19,21.23
1956,2,27,0.00,18.13,0.09,1.07,21.30
1956,2,28,0.00,19.64,0.08,0.97,21.37
1956,2,29,0.00,15.15,0.06,0.87,21.43
1956,3,1,0.00,18.41,0.08,0.78,21.49
1956,3,2,0.00,21.69,0.12,0.70,21.54
1956,3,3,8.03,18.12,0.13,1.49,21.59
1956,3,4,11.61,18.06,0.13,2.94,21.21
1956,3,5,1.97,17.26,0.09,2.36,20.73
1956,3,6,27.28,22.11,0.06,9.38,20.76
1956,3,7,61.24,21.26,0.07,30.87,19.82
1956,3,8,3.90,18.77,0.14,10.40,18.40
1956,3,9,0.00,19.96,0.13,6.91,18.70
1956,3,10,0.00,23.39,0.09,5.89,19.02
1956,3,11,0.00,23.05,0.11,5.30,19.30
1956,3,12,2.60,19.59,0.19,4.99,19.56
1956,3,13,0.00,18.49,0.05,4.49,19.69
1956,3,14,5.69,20.99,0.10,4.66,19.91
1956,3,15,0.00,20.77,0.09,4.16,19.87
1956,3,16,0.00,17.08,0.11,3.74,20.08
1956,3,17,0.00,17.08,0.04,3.37,20.29
1956,3,18,0.00,19.78,0.10,3.03,20.47
1956,3,19,0.00,19.40,0.12,2.73,20.64
1956,3,20,0.00,20.76,0.12,2.45,20.79
1956,3,21,0.00,21.43,0.13,2.21,20.94
1956,3,22,0.00,19.99,0.15,1.99,21.07
1956,3,23,2.51,18.79,0.20,1.94,21.19
1956,3,24,0.00,19.18,0.17,1.75,21.17
1956,3,25,0.00,23.57,0.12,1.57,21.28
1956,3,26,0.00,16.91,0.13,1.42,21.38
1956,3,27,0.00,20.53,0.18,1.27,21.47
1956,3,28,0.00,15.19,0.16,1.15,21.56
1956,3,29,0.00,18.19,0.14,1.03,21.63
1956,3,30,18.53,18.92,0.08,4.62,21.71
1956,3,31,11.36,18.51,0.12,4.23,20.90
1956,4,1,0.00,22.99,0.14,3.15,20.52
1956,4,2,6.19,21.12,0.19,3.41,20.70
