Year,Month,Day,Precip_mm,Cin_mgm,ET_mm,Q_mm,Cout_mgm
1953,6,6,0.00,16.06,3.85,0.37,23.15
1953,6,7,7.80,17.62,4.20,0.33,23.44
1953,6,8,0.24,14.75,3.80,0.30,23.21
1953,6,9,0.00,12.34,4.07,0.27,23.48
1953,6,10,0.00,14.37,4.09,0.24,23.79
1953,6,11,0.00,13.25,4.10,0.22,24.11
1953,6,12,0.00,12.90,4.12,0.20,24.44
1953,6,13,34.14,11.59,2.88,2.80,24.77
1953,6,14,2.68,10.49,0.75,0.51,22.72
1953,6,15,0.00,11.00,4.91,0.19,22.63
1953,6,16,0.00,13.31,4.82,0.13,22.97
1953,6,17,0.00,11.89,4.72,0.12,23.31
1953,6,18,0.00,15.30,4.63,0.10,23.65
1953,6,19,0.00,11.80,4.00,0.09,23.99
1953,6,20,0.00,11.48,4.47,0.08,24.30
1953,6,21,0.24,11.41,4.16,0.08,24.65
1953,6,22,4.39,12.60,0.37,0.07,24.96
1953,6,23,0.00,11.83,4.29,0.06,24.65
1953,6,24,0.00,10.29,4.21,0.06,25.00
1953,6,25,0.00,10.08,4.13,0.05,25.34
1953,6,26,0.00,11.12,4.05,0.04,25.69
1953,6,27,0.00,10.67,3.97,0.04,26.04
1953,6,28,0.00,12.41,3.89,0.04,26.39
1953,6,29,5.61,8.84,5.00,0.03,26.75
1953,6,30,0.00,9.32,3.83,0.03,26.70
1953,7,1,0.00,9.48,3.76,0.03,27.05
1953,7,2,6.83,9.76,5.00,0.02,27.41
1953,7,3,4.88,8.99,5.00,0.02,27.24
1953,7,4,0.00,10.50,3.73,0.02,27.26
1953,7,5,0.00,11.78,3.65,0.02,27.62
1953,7,6,0.00,8.55,3.23,0.02,27.98
1953,7,7,0.00,8.30,3.52,0.01,28.31
1953,7,8,0.00,10.16,3.45,0.01,28.68
1953,7,9,0.00,3.91,3.38,0.01,29.05
1953,7,10,0.00,6.96,3.32,0.01,29.42
1953,7,11,0.00,9.04,3.25,0.01,29.79
1953,7,12,0.00,12.34,3.19,0.01,30.17
1953,7,13,4.39,5.94,0.27,0.01,30.55
1953,7,14,8.53,5.36,5.00,0.01,30.06
1953,7,15,0.00,7.96,3.20,0.01,29.66
1953,7,16,0.00,8.75,3.14,0.01,30.03
1953,7,17,0.00,10.00,3.08,0.00,30.39
1953,7,18,0.00,6.01,3.02,0.00,30.76
1953,7,19,2.93,4.50,1.16,0.00,31.13
1953,7,20,27.55,3.88,5.00,0.04,30.92
1953,7,21,0.00,8.91,3.40,0.01,28.38
1953,7,22,0.00,8.81,3.33,0.00,28.74
1953,7,23,10.00,5.57,5.00,0.00,29.10
1953,7,24,2.44,3.76,1.67,0.00,28.57
1953,7,25,0.00,6.23,3.01,0.00,28.49
1953,7,26,0.00,10.29,3.28,0.00,28.80
1953,7,27,12.68,5.77,5.00,0.00,29.16
1953,7,28,0.00,6.50,3.37,0.00,28.34
1953,7,29,0.00,5.15,3.31,0.00,28.69
1953,7,30,14.39,4.26,2.70,0.00,29.05
1953,7,31,0.00,2.73,3.48,0.00,27.84
1953,8,1,0.00,5.11,3.42,0.00,28.19
1953,8,2,0.49,4.12,2.55,0.00,28.54
1953,8,3,0.73,4.84,2.67,0.00,28.76
1953,8,4,0.00,2.35,3.25,0.00,28.96
1953,8,5,8.78,4.22,2.70,0.00,29.32
1953,8,6,0.24,3.90,2.62,0.00,28.66
1953,8,7,0.00,3.53,3.26,0.00,28.92
1953,8,8,5.12,6.42,3.80,0.00,29.27
1953,8,9,0.00,2.87,2.71,0.00,29.12
1953,8,10,46.82,0.00,2.80,1.82,29.42
1953,8,11,1.71,0.65,1.40,0.25,25.38
1953,8,12,0.00,1.37,4.00,0.03,25.38
1953,8,13,0.00,5.81,3.45,0.00,25.72
1953,8,14,0.00,4.78,3.85,0.00,26.01
1953,8,15,0.00,7.11,3.78,0.00,26.35
1953,8,16,0.00,4.65,3.71,0.00,26.69
1953,8,17,1.22,1.00,2.07,0.00,27.03
1953,8,18,0.00,0.00,3.24,0.00,27.11
1953,8,19,0.00,0.48,2.90,0.00,27.42
1953,8,20,0.00,2.86,2.99,0.00,27.70
1953,8,21,0.00,2.07,2.81,0.00,28.00
1953,8,22,0.00,0.62,3.03,0.00,28.29
1953,8,23,0.00,1.93,2.98,0.00,28.60
1953,8,24,0.00,2.85,3.05,0.00,28.91
1953,8,25,0.00,1.61,3.06,0.00,29.25
1953,8,26,0.24,6.92,2.78,0.00,29.58
1953,8,27,0.00,2.11,2.77,0.00,29.87
1953,8,28,0.00,1.54,3.02,0.00,30.19
1953,8,29,0.00,2.46,2.96,0.00,30.55
1953,8,30,0.00,1.19,2.90,0.00,30.91
1953,8,31,0.00,1.08,2.85,0.00,31.27
1953,9,1,0.00,3.84,2.68,0.00,31.63
1953,9,2,0.00,0.82,2.74,0.00,31.97
1953,9,3,0.00,0.00,2.69,0.00,32.34
1953,9,4,0.00,1.44,2.53,0.00,32.70
1953,9,5,0.00,0.00,1.81,0.00,33.05
1953,9,6,17.07,1.35,3.90,0.00,33.31
1953,9,7,7.56,4.47,1.50,0.00,31.54
1953,9,8,0.00,1.05,1.95,0.00,30.78
1953,9,9,0.00,2.47,1.87,0.00,31.02
1953,9,10,0.00,1.64,1.90,0.00,31.25
1953,9,11,0.00,0.00,1.93,0.00,31.49
1953,9,12,0.00,2.69,1.57,0.00,31.74
1953,9,13,8.29,1.25,3.00,0.00,31.94
1953,9,14,1.46,1.29,1.50,0.00,31.27
1953,9,15,0.00,0.00,1.62,0.00,31.27
1953,9,16,0.00,1.47,1.66,0.00,31.47
1953,9,17,0.24,0.00,1.33,0.00,31.69
1953,9,18,0.00,0.78,1.40,0.00,31.83
1953,9,19,0.00,0.00,1.50,0.00,32.01
1953,9,20,3.66,0.00,1.50,0.00,32.21
1953,9,21,3.41,1.84,0.49,0.00,31.92
1953,9,22,2.44,0.00,1.80,0.00,31.54
1953,9,23,0.49,0.00,0.86,0.00,31.46
1953,9,24,0.00,1.18,1.20,0.00,31.51
1953,9,25,0.00,0.00,1.30,0.00,31.66
1953,9,26,0.00,0.00,1.23,0.00,31.83
1953,9,27,0.00,0.91,1.55,0.00,31.99
1953,9,28,0.00,3.09,1.48,0.00,32.20
1953,9,29,0.00,0.00,1.30,0.00,32.39
1953,9,30,0.00,2.12,1.13,0.00,32.57
1953,10,1,0.00,0.35,1.44,0.00,32.72
1953,10,2,0.00,0.00,1.14,0.00,32.92
1953,10,3,0.00,0.00,1.21,0.00,33.08
1953,10,4,0.00,3.10,1.22,0.00,33.25
1953,10,5,1.46,0.00,0.31,0.00,33.42
1953,10,6,15.36,0.00,0.30,0.00,33.26
1953,10,7,5.12,0.00,0.45,0.00,31.25
1953,10,8,0.24,0.00,0.13,0.00,30.68
1953,10,9,0.00,0.00,0.65,0.00,30.66
1953,10,10,0.00,0.82,0.78,0.00,30.74
1953,10,11,0.00,1.14,0.75,0.00,30.84
1953,10,12,2.19,0.00,1.01,0.00,30.93
1953,10,13,0.00,0.37,0.58,0.00,30.78
1953,10,14,0.00,3.05,0.52,0.00,30.86
1953,10,15,0.00,4.57,0.51,0.00,30.92
1953,10,16,0.00,0.49,0.69,0.00,30.98
1953,10,17,0.00,0.00,0.59,0.00,31.07
1953,10,18,0.00,0.55,0.57,0.00,31.14
1953,10,19,0.00,0.00,0.59,0.00,31.21
1953,10,20,0.00,1.75,0.61,0.00,31.29
1953,10,21,0.24,1.77,0.34,0.00,31.36
1953,10,22,0.00,0.00,0.40,0.00,31.37
1953,10,23,0.24,0.00,0.21,0.00,31.42
1953,10,24,0.00,1.58,0.34,0.00,31.42
1953,10,25,0.00,2.47,0.21,0.00,31.46
1953,10,26,0.00,3.97,0.22,0.00,31.49
1953,10,27,0.00,4.88,0.26,0.00,31.52
1953,10,28,5.85,3.58,0.35,0.00,31.55
1953,10,29,0.00,1.74,0.28,0.00,30.86
1953,10,30,4.88,0.00,0.25,0.00,30.90
1953,10,31,0.00,3.14,0.18,0.00,30.34
1953,11,1,0.00,6.74,0.20,0.00,30.36
1953,11,2,0.00,6.71,0.15,0.00,30.39
1953,11,3,0.00,4.08,0.17,0.00,30.40
1953,11,4,0.00,1.66,0.16,0.00,30.42
1953,11,5,0.00,4.31,0.07,0.00,30.44
1953,11,6,0.00,2.19,0.05,0.00,30.45
1953,11,7,2.99,0.53,0.07,0.00,30.46
1953,11,8,5.36,1.31,0.07,0.00,30.11
1953,11,9,15.25,0.00,0.00,0.00,29.51
1953,11,10,0.00,0.00,0.05,0.00,27.90
1953,11,11,0.00,0.79,0.04,0.00,27.91
1953,11,12,11.24,1.95,0.05,0.00,27.91
1953,11,13,0.02,0.69,0.01,0.00,26.84
1953,11,14,0.00,0.00,0.01,0.00,26.84
1953,11,15,0.00,5.60,0.03,0.00,26.84
1953,11,16,0.00,2.14,0.03,0.00,26.84
1953,11,17,0.00,1.23,0.03,0.00,26.84
1953,11,18,0.00,5.96,0.03,0.00,26.84
1953,11,19,0.00,3.37,0.03,0.00,26.85
1953,11,20,0.00,1.95,0.03,0.00,26.85
1953,11,21,0.00,5.52,0.03,0.00,26.85
1953,11,22,0.49,3.15,0.05,0.00,26.86
1953,11,23,24.87,3.74,0.04,0.41,26.82
1953,11,24,0.00,8.50,0.02,0.06,24.74
1953,11,25,0.00,3.91,0.02,0.01,24.74
1953,11,26,0.24,7.46,0.02,0.00,24.75
1953,11,27,0.00,3.25,0.01,0.00,24.73
1953,11,28,0.00,2.39,0.00,0.00,24.73
1953,11,29,0.00,3.41,0.01,0.00,24.73
1953,11,30,0.00,4.67,0.02,0.00,24.73
1953,12,1,0.00,4.89,0.02,0.00,24.73
1953,12,2,0.00,4.46,0.01,0.00,24.73
1953,12,3,0.00,4.80,0.01,0.00,24.73
1953,12,4,0.00,8.01,0.00,0.00,24.73
1953,12,5,3.66,8.17,0.02,0.00,24.74
1953,12,6,0.00,6.03,0.00,0.00,24.45
1953,12,7,7.07,4.21,0.01,0.00,24.45
1953,12,8,0.00,5.21,0.02,0.00,23.92
1953,12,9,0.00,5.79,0.01,0.00,23.93
1953,12,10,4.39,5.13,0.02,0.00,23.93
1953,12,11,0.00,2.51,0.00,0.00,23.61
1953,12,12,0.00,4.02,0.00,0.00,23.61
1953,12,13,0.98,11.42,0.00,0.00,23.61
1953,12,14,11.70,8.23,0.02,0.11,23.54
1953,12,15,4.39,7.54,0.01,0.02,22.75
1953,12,16,0.00,6.48,0.00,0.00,22.46
1953,12,17,0.00,12.18,0.00,0.00,22.46
1953,12,18,0.00,8.01,0.00,0.00,22.46
1953,12,19,0.00,9.65,0.00,0.00,22.46
1953,12,20,1.95,9.47,0.00,0.00,22.46
1953,12,21,0.00,9.02,0.02,0.00,22.34
1953,12,22,0.98,10.20,0.02,0.00,22.34
1953,12,23,2.19,9.86,0.00,0.00,22.28
1953,12,24,0.00,7.15,0.00,0.00,22.14
1953,12,25,0.00,6.53,0.00,0.00,22.14
1953,12,26,0.00,9.16,0.02,0.00,22.14
1953,12,27,0.00,10.46,0.01,0.00,22.14
1953,12,28,0.00,4.52,0.01,0.00,22.14
1953,12,29,0.00,10.22,0.02,0.00,22.14
1953,12,30,0.00,10.15,0.01,0.00,22.14
1953,12,31,0.00,9.77,0.00,0.00,22.14
1954,1,1,0.00,10.53,0.00,0.00,22.14
1954,1,2,0.00,10.82,0.00,0.00,22.14
1954,1,3,0.00,8.35,0.00,0.00,22.14
1954,1,4,0.00,13.27,0.01,0.00,22.14
1954,1,5,0.00,10.13,0.00,0.00,22.14
1954,1,6,0.00,12.97,0.02,0.00,22.14
1954,1,7,0.00,9.37,0.01,0.00,22.14
1954,1,8,0.00,11.06,0.01,0.00,22.14
1954,1,9,0.00,12.48,0.00,0.00,22.14
1954,1,10,0.00,17.66,0.00,0.00,22.15
1954,1,11,0.00,12.70,0.01,0.00,22.15
1954,1,12,0.00,10.80,0.01,0.00,22.15
1954,1,13,0.00,10.77,0.01,0.00,22.15
1954,1,14,0.00,9.51,0.00,0.00,22.15
1954,1,15,0.00,9.88,0.01,0.00,22.15
1954,1,16,5.65,14.89,0.02,0.48,22.15
1954,1,17,0.00,16.02,0.01,0.41,21.83
1954,1,18,0.00,11.74,0.00,0.37,21.85
1954,1,19,0.00,11.96,0.01,0.33,21.88
1954,1,20,0.00,11.12,0.02,0.30,21.90
1954,1,21,17.28,13.64,0.03,3.71,21.92
1954,1,22,0.00,15.49,0.01,1.91,21.12
1954,1,23,0.00,14.29,0.01,1.52,21.23
1954,1,24,0.00,14.78,0.01,1.34,21.31
1954,1,25,6.09,15.88,0.03,1.89,21.39
1954,1,26,0.00,16.72,0.03,1.66,21.15
1954,1,27,15.61,9.53,0.05,4.39,21.25
1954,1,28,0.00,18.75,0.02,2.84,20.62
1954,1,29,0.00,15.14,0.01,2.40,20.78
1954,1,30,0.00,17.95,0.02,2.14,20.91
1954,1,31,0.00,16.94,0.03,1.92,21.04
1954,2,1,0.00,18.17,0.02,1.73,21.15
1954,2,2,0.00,13.88,0.03,1.56,21.25
1954,2,3,5.85,14.24,0.04,2.04,21.34
1954,2,4,0.98,15.45,0.05,1.89,21.12
1954,2,5,0.49,16.22,0.03,1.75,21.18
1954,2,6,0.00,17.20,0.04,1.57,21.25
1954,2,7,0.00,13.94,0.02,1.41,21.35
1954,2,8,0.00,15.98,0.03,1.27,21.43
1954,2,9,0.35,14.24,0.02,1.17,21.51
1954,2,10,0.00,18.25,0.04,1.05,21.56
1954,2,11,0.00,18.51,0.06,0.95,21.62
1954,2,12,0.00,15.59,0.05,0.85,21.68
1954,2,13,0.00,16.07,0.03,0.77,21.74
1954,2,14,0.00,19.11,0.05,0.69,21.78
1954,2,15,4.17,15.73,0.10,1.02,21.83
1954,2,16,4.02,18.04,0.12,1.33,21.65
1954,2,17,29.26,18.32,0.06,9.40,21.49
1954,2,18,0.00,15.98,0.05,3.99,20.38
1954,2,19,0.00,14.99,0.09,2.98,20.60
1954,2,20,0.03,15.98,0.08,2.60,20.77
1954,2,21,12.16,18.42,0.09,4.23,20.92
1954,2,22,2.19,18.57,0.12,3.46,20.48
1954,2,23,0.00,19.42,0.07,3.03,20.56
1954,2,24,0.00,19.47,0.09,2.72,20.73
1954,2,25,3.17,17.34,0.05,2.76,20.88
1954,2,26,0.98,19.95,0.07,2.57,20.86
1954,2,27,0.00,21.36,0.09,2.32,20.96
1954,2,28,0.00,16.85,0.13,2.09,21.09
1954,3,1,12.68,17.65,0.17,3.89,21.22
1954,3,2,10.00,18.29,0.16,4.25,20.74
1954,3,3,0.00,18.34,0.12,3.43,20.43
1954,3,4,0.00,21.82,0.11,3.03,20.62
1954,3,5,0.00,17.78,0.04,2.72,20.80
1954,3,6,0.00,20.72,0.06,2.45,20.95
1954,3,7,0.00,16.03,0.12,2.21,21.09
1954,3,8,4.39,20.41,0.12,2.39,21.23
1954,3,9,0.00,19.58,0.13,2.15,21.12
1954,3,10,0.73,17.47,0.15,1.98,21.25
1954,3,11,0.00,22.09,0.13,1.78,21.33
1954,3,12,0.00,20.51,0.13,1.60,21.44
1954,3,13,0.00,20.17,0.11,1.44,21.54
1954,3,14,5.61,19.68,0.02,1.88,21.64
1954,3,15,6.58,22.60,0.09,2.41,21.42
1954,3,16,0.00,16.06,0.08,2.10,21.18
1954,3,17,0.00,21.83,0.11,1.88,21.31
1954,3,18,0.00,21.12,0.16,1.69,21.42
1954,3,19,0.00,20.24,0.15,1.52,21.53
1954,3,20,5.12,23.70,0.16,1.85,21.63
1954,3,21,0.98,19.86,0.21,1.74,21.45
1954,3,22,0.00,17.42,0.08,1.56,21.50
1954,3,23,0.49,20.83,0.17,1.43,21.60
1954,3,24,0.24,20.27,0.15,1.30,21.67
1954,3,25,0.24,17.76,0.21,1.17,21.74
1954,3,26,8.53,22.67,0.23,2.13,21.81
1954,3,27,0.00,20.90,0.21,1.74,21.44
1954,3,28,0.00,19.28,0.20,1.54,21.56
1954,3,29,2.44,18.57,0.22,1.57,21.66
1954,3,30,11.70,19.02,0.13,3.20,21.62
1954,3,31,0.00,19.31,0.14,2.38,21.13
1954,4,1,0.24,24.04,0.17,2.07,21.28
1954,4,2,0.00,19.70,0.19,1.86,21.39
1954,4,3,0.00,19.80,0.23,1.67,21.51
1954,4,4,0.00,14.98,0.07,1.50,21.63
1954,4,5,2.19,16.76,0.14,1.51,21.72
1954,4,6,1.95,20.34,0.29,1.54,21.69
1954,4,7,1.22,21.52,0.29,1.48,21.68
1954,4,8,2.93,17.81,0.40,1.60,21.71
1954,4,9,0.24,18.80,0.02,1.44,21.66
1954,4,10,0.00,20.38,0.26,1.29,21.73
1954,4,11,1.22,22.50,0.23,1.24,21.82
1954,4,12,5.12,20.07,0.34,1.63,21.84
1954,4,13,0.00,18.06,0.26,1.45,21.65
1954,4,14,0.00,19.05,0.38,1.31,21.75
1954,4,15,0.24,19.76,0.10,1.18,21.86
1954,4,16,1.46,21.19,0.33,1.11,21.92
1954,4,17,21.46,18.61,0.35,5.72,21.92
1954,4,18,0.00,19.08,0.36,2.96,21.01
1954,4,19,4.39,18.39,0.39,2.75,21.20
1954,4,20,0.00,18.80,0.46,2.43,21.13
1954,4,21,0.00,18.48,0.44,2.19,21.29
1954,4,22,0.00,21.30,0.50,1.97,21.45
1954,4,23,14.87,16.79,0.50,4.14,21.60
1954,4,24,1.22,20.03,0.34,2.95,21.00
1954,4,25,3.17,19.04,0.41,2.82,21.12
1954,4,26,0.00,17.59,0.40,2.52,21.12
1954,4,27,4.39,19.20,0.15,2.68,21.29
1954,4,28,16.58,15.45,0.32,5.51,21.20
1954,4,29,0.24,18.78,0.05,3.76,20.60
1954,4,30,0.00,20.12,0.37,3.22,20.79
1954,5,1,0.00,19.02,0.42,2.87,20.99
1954,5,2,1.22,19.10,0.60,2.59,21.18
1954,5,3,0.98,18.42,0.66,2.35,21.30
1954,5,4,40.72,17.11,0.78,15.69,21.42
1954,5,5,0.00,17.63,0.32,5.98,20.08
1954,5,6,0.73,17.72,0.54,4.27,20.41
1954,5,7,0.98,14.73,0.75,3.70,20.63
1954,5,8,3.90,16.50,0.74,3.66,20.82
1954,5,9,7.32,19.86,0.75,4.07,20.85
1954,5,10,1.22,18.68,1.18,3.60,20.71
1954,5,11,0.00,17.76,1.05,3.23,20.91
1954,5,12,0.24,19.59,0.45,2.90,21.15
1954,5,13,1.95,21.24,0.92,2.61,21.33
1954,5,14,0.00,16.46,1.68,2.35,21.42
1954,5,15,0.00,15.79,1.88,2.12,21.66
1954,5,16,0.00,19.45,1.96,1.91,21.90
1954,5,17,0.49,16.57,1.55,1.71,22.14
1954,5,18,0.00,18.83,2.13,1.54,22.32
1954,5,19,1.22,15.49,0.77,1.39,22.56
1954,5,20,0.00,16.31,2.15,1.25,22.62
1954,5,21,0.00,13.41,1.99,1.12,22.84
1954,5,22,1.95,17.66,1.56,1.01,23.05
1954,5,23,0.00,13.81,2.54,0.91,23.10
1954,5,24,0.00,12.53,2.60,0.82,23.33
1954,5,25,1.46,14.06,1.27,0.74,23.58
1954,5,26,0.00,14.98,2.74,0.66,23.61
1954,5,27,0.00,18.91,2.75,0.60,23.86
1954,5,28,0.24,15.34,1.15,0.54,24.11
1954,5,29,13.41,16.11,3.30,0.53,24.22
1954,5,30,1.71,15.57,1.51,0.44,23.52
1954,5,31,0.00,17.39,3.23,0.39,23.53
1954,6,1,0.00,17.22,3.28,0.35,23.79
1954,6,2,29.99,17.37,3.70,2.57,24.06
1954,6,3,0.00,18.90,1.36,0.63,22.42
1954,6,4,2.44,14.94,1.72,0.34,22.55
1954,6,5,0.00,13.76,3.96,0.27,22.53
1954,6,6,4.39,13.93,1.80,0.24,22.80
1954,6,7,0.00,11.69,3.48,0.22,22.65
1954,6,8,0.00,16.28,4.18,0.20,22.89
1954,6,9,0.00,14.92,4.20,0.18,23.19
1954,6,10,0.00,16.62,4.22,0.16,23.50
1954,6,11,0.00,15.59,4.24,0.14,23.81
1954,6,12,0.00,15.17,4.25,0.13,24.14
1954,6,13,31.46,16.19,4.80,2.33,24.47
1954,6,14,0.00,11.47,4.84,0.40,22.74
1954,6,15,0.00,10.26,4.84,0.13,23.09
1954,6,16,1.95,15.61,2.83,0.09,23.43
1954,6,17,0.00,13.37,3.57,0.08,23.50
1954,6,18,0.00,11.29,4.62,0.07,23.76
1954,6,19,0.00,13.49,4.53,0.06,24.11
1954,6,20,0.00,12.26,4.44,0.06,24.45
1954,6,21,0.00,11.07,4.36,0.05,24.80
1954,6,22,9.51,11.22,5.00,0.05,25.15
1954,6,23,14.87,8.83,5.00,0.05,24.80
1954,6,24,0.49,10.65,3.93,0.04,24.05
1954,6,25,0.00,10.82,4.50,0.03,24.31
1954,6,26,1.71,7.65,2.85,0.03,24.66
1954,6,27,2.68,11.66,1.93,0.03,24.75
1954,6,28,5.36,10.47,4.40,0.02,24.69
1954,6,29,0.00,12.65,4.34,0.02,24.62
1954,6,30,0.00,8.77,4.25,0.02,24.96
1954,7,1,1.46,11.19,2.91,0.02,25.31
1954,7,2,0.00,7.38,4.12,0.02,25.43
1954,7,3,11.95,8.14,5.00,0.01,25.78
1954,7,4,0.00,10.47,3.68,0.01,25.20
1954,7,5,0.00,7.13,4.11,0.01,25.50
1954,7,6,0.24,10.17,3.83,0.01,25.85
1954,7,7,0.49,6.97,3.16,0.01,26.16
1954,7,8,2.93,8.25,1.53,0.01,26.40
1954,7,9,0.00,10.58,3.86,0.01,26.28
1954,7,10,0.00,7.60,3.79,0.01,26.62
1954,7,11,0.00,9.18,3.71,0.01,26.97
1954,7,12,0.00,7.88,3.64,0.01,27.32
1954,7,13,0.00,9.51,2.79,0.00,27.68
1954,7,14,0.00,10.61,3.52,0.00,27.95
1954,7,15,13.90,7.45,5.00,0.00,28.31
1954,7,16,0.00,10.23,3.42,0.00,27.43
1954,7,17,0.00,10.25,3.57,0.00,27.76
1954,7,18,0.00,4.30,2.87,0.00,28.12
1954,7,19,0.00,7.97,2.62,0.00,28.41
1954,7,20,0.00,4.90,3.39,0.00,28.69
1954,7,21,3.41,6.15,0.43,0.00,29.05
1954,7,22,0.00,7.63,3.32,0.00,28.73
1954,7,23,0.00,8.54,3.25,0.00,29.09
1954,7,24,0.00,7.07,3.19,0.00,29.44
1954,7,25,0.00,8.73,3.13,0.00,29.80
1954,7,26,0.24,5.97,2.91,0.00,30.16
1954,7,27,0.00,1.62,3.01,0.00,30.48
1954,7,28,0.00,3.42,2.95,0.00,30.84
1954,7,29,0.00,5.16,2.89,0.00,31.20
1954,7,30,3.17,6.05,0.97,0.00,31.57
1954,7,31,0.00,5.26,2.82,0.00,31.29
1954,8,1,2.44,6.41,1.37,0.00,31.65
1954,8,2,0.00,6.36,2.74,0.00,31.51
1954,8,3,0.24,4.34,2.28,0.00,31.86
1954,8,4,13.41,4.47,3.10,0.00,32.13
1954,8,5,13.17,5.07,4.40,0.00,30.82
1954,8,6,0.00,3.30,3.03,0.00,29.79
1954,8,7,0.00,4.64,2.97,0.00,30.14
1954,8,8,0.00,7.27,2.92,0.00,30.49
1954,8,9,0.00,5.93,2.86,0.00,30.84
1954,8,10,0.00,5.61,2.80,0.00,31.19
1954,8,11,4.88,6.45,5.00,0.00,31.55
1954,8,12,2.19,5.58,0.51,0.00,31.56
1954,8,13,0.00,4.12,1.87,0.00,31.35
1954,8,14,0.00,4.07,2.60,0.00,31.59
1954,8,15,4.15,5.57,3.90,0.00,31.92
1954,8,16,0.00,3.90,2.08,0.00,31.89
1954,8,17,0.00,1.35,2.62,0.00,32.16
1954,8,18,0.00,2.64,2.27,0.00,32.52
1954,8,19,0.00,0.00,2.43,0.00,32.83
1954,8,20,1.95,4.33,1.23,0.00,33.16
1954,8,21,0.00,1.49,2.31,0.00,33.06
1954,8,22,0.00,0.76,2.27,0.00,33.39
1954,8,23,0.00,5.05,2.18,0.00,33.72
1954,8,24,0.00,1.79,1.72,0.00,34.04
1954,8,25,0.98,1.13,1.83,0.00,34.30
1954,8,26,5.61,0.00,4.40,0.00,34.42
1954,8,27,0.49,5.34,1.42,0.00,34.24
1954,8,28,0.00,0.70,1.90,0.00,34.38
1954,8,29,0.00,0.83,1.91,0.00,34.67
1954,8,30,4.63,0.00,3.20,0.00,34.97
1954,8,31,63.64,3.58,3.00,2.17,34.75
1954,9,1,7.07,3.59,0.20,0.29,27.57
1954,9,2,0.00,1.04,2.76,0.03,26.94
1954,9,3,0.00,1.97,2.79,0.00,27.21
1954,9,4,0.00,4.49,2.75,0.00,27.47
1954,9,5,0.00,0.31,1.90,0.00,27.74
1954,9,6,0.24,0.57,2.90,0.00,27.93
1954,9,7,0.00,1.73,2.56,0.00,28.20
1954,9,8,0.00,0.28,2.91,0.00,28.46
1954,9,9,0.00,0.00,2.35,0.00,28.77
1954,9,10,0.00,0.00,2.07,0.00,29.02
1954,9,11,1.22,0.00,1.20,0.00,29.24
1954,9,12,0.00,1.46,1.86,0.00,29.24
1954,9,13,0.00,0.00,1.78,0.00,29.45
1954,9,14,4.88,1.61,1.20,0.00,29.65
1954,9,15,0.00,0.00,1.06,0.00,29.24
1954,9,16,23.65,0.00,0.68,0.06,29.35
1954,9,17,1.22,0.53,0.31,0.01,27.03
1954,9,18,0.00,0.00,1.14,0.00,26.94
1954,9,19,1.95,0.29,1.70,0.00,27.05
1954,9,20,1.22,0.00,1.36,0.00,27.02
1954,9,21,0.00,1.29,2.10,0.00,27.04
1954,9,22,3.17,0.33,1.40,0.00,27.24
1954,9,23,0.98,0.43,0.90,0.00,27.07
1954,9,24,0.00,0.00,1.60,0.00,27.06
1954,9,25,0.00,2.69,1.59,0.00,27.21
1954,9,26,0.00,0.00,1.85,0.00,27.36
1954,9,27,0.98,0.00,0.87,0.00,27.54
1954,9,28,0.00,0.00,1.48,0.00,27.53
1954,9,29,0.00,0.12,1.80,0.00,27.68
1954,9,30,0.00,2.72,1.78,0.00,27.86
1954,10,1,4.63,2.92,2.70,0.00,28.03
1954,10,2,0.00,0.00,1.49,0.00,27.84
1954,10,3,6.10,2.47,2.11,0.00,27.99
1954,10,4,4.39,1.76,0.85,0.00,27.60
1954,10,5,0.24,0.00,1.28,0.00,27.25
1954,10,6,0.98,0.00,0.23,0.00,27.35
1954,10,7,1.71,0.00,1.32,0.00,27.28
1954,10,8,0.00,0.64,0.77,0.00,27.25
1954,10,9,0.24,0.73,0.63,0.00,27.32
1954,10,10,0.00,3.21,0.67,0.00,27.36
1954,10,11,2.44,1.63,0.77,0.00,27.42
1954,10,12,0.00,0.00,1.01,0.00,27.26
1954,10,13,1.71,0.04,1.75,0.00,27.36
1954,10,14,0.00,0.00,1.01,0.00,27.36
1954,10,15,0.00,0.00,0.88,0.00,27.46
1954,10,16,7.56,0.00,1.19,0.00,27.54
1954,10,17,0.00,2.83,0.62,0.00,26.94
1954,10,18,0.00,0.00,0.41,0.00,26.99
1954,10,19,0.24,0.00,0.15,0.00,27.03
1954,10,20,0.00,3.28,0.42,0.00,27.02
1954,10,21,0.00,0.00,0.41,0.00,27.06
1954,10,22,0.00,0.00,0.40,0.00,27.10
1954,10,23,0.00,0.59,0.36,0.00,27.14
1954,10,24,0.00,0.24,0.48,0.00,27.17
1954,10,25,0.00,7.58,0.36,0.00,27.22
1954,10,26,0.00,5.32,0.41,0.00,27.25
1954,10,27,0.24,2.79,0.22,0.00,27.29
1954,10,28,8.29,0.00,0.41,0.00,27.29
1954,10,29,0.00,0.00,0.21,0.00,26.56
1954,10,30,0.00,0.00,0.15,0.00,26.58
1954,10,31,0.00,2.84,0.18,0.00,26.59
1954,11,1,2.68,1.29,0.14,0.00,26.61
1954,11,2,0.98,4.53,0.16,0.00,26.38
1954,11,3,38.28,0.66,0.05,1.70,26.31
